Name,Address,Type,Number,asdsad,Number2,aNumbaaaer,,,,,,,,
Chaat Street,"Noida Sector 25 A, Noida","Chat, Veg",12043087788,tel:012043087788,12043087788,,,,,,,,,
Kamal Dhaba,"Chander Nagar, Gurgaon","North Indian, Veg",9213161219,tel:9213161219,,,,,,,,,,
Shahi Food Corner,"Shahdara, Delhi","Fast Food, Indian, Veg",9871957121,tel:9871957121,,,,,,,,,,
New Himalayan Bhojanalya,"Mayur Vihar Phase 1, Delhi","Indian, Veg",9958769315,tel:9958769315,,,,,,,,,,
Gurdev Punjabi Restaurant,"Pahar Ganj, Delhi","North Indian, Punjabi, Veg",,,,,,,,,,,,
New Delhi Nihari Hotel,"Okhla, Delhi","Outdoor Seating, Mughlai, North Indian, Veg",9811579328,tel:9811579328,,,,,,,,,,
South Indian Anna Madras Cafe,"Ganesh Nagar, Delhi","South Indian, Veg",8377949284,tel:8377949284,,,,,,,,,,
Swagath Dhaba,"Pahar Ganj, Delhi","North Indian, Veg",1123583378,tel:01123583378,"01123583378
														,

09811234255",tel:9811234255,,,,,,,,
Tip Top Eating Corner,"New Ashok Nagar, Delhi","Indian, Snacks, Veg",9910779595,tel:9910779595,,,,,,,,,,
Yadav Vaishno Dhaba,"Pahar Ganj, Delhi","North Indian, Veg",9818794252,tel:9818794252,,,,,,,,,,
Royal Food Point,"Netaji Subhash Place, Delhi","Indian, Veg",1147081919,tel:01147081919,1147081919,,,,,,,,,
Annpurna Hotel,Gurgaon,"Indian, Veg",9999333728,tel:9999333728,,,,,,,,,,
Guru Kripa,"Geeta Colony, Delhi","Indian, Veg",9717268164,tel:9717268164,,,,,,,,,,
New Punjabi Dhaba,"Pahar Ganj, Delhi","Punjabi, Tandoori, Veg",8527761518,tel:8527761518,,,,,,,,,,
Peshawri Restaurant,"Darya Ganj, Delhi","Outdoor Seating, North Indian, Non-Veg",9810343034,tel:9810343034,,,,,,,,,,
Om Sai Restaurant,"Noida Sector 82, Noida","Indian, Veg",,,,,,,,,,,,
Rama Resu,"Karol Bagh, Delhi","Multi-Cuisine,North Indian, Non-Veg",1128713606,tel:01128713606,1128713606,,,,,,,,,
Shankar Chat Cafe,"Noida Phase 2, Noida","Burgers,Chat,Snacks, Veg, Sodexo,Ticket Restaurant",9717200544,tel:9717200544,,,,,,,,,,
Street Foods Of India,"Noida - Sector 38A, Noida","Punjabi, South Indian, Veg",1204219628,tel:01204219628,1204219628,,,,,,,,,
Bangkok Degree One,"Sainik Farm, Delhi","Thai, Non-Veg",9899871111,tel:9899871111,,,,,,,,,,
Paradise Food Plaza,"Vasundhara Enclave, Delhi","French,Multi-Cuisine, Non-Veg",1122616400,tel:01122616400,1122616400,,,,,,,,,
Rama Meat Pullao,"Connaught Place, Delhi","Mughlai, North Indian, Non-Veg",1123417230,tel:01123417230,"01123417230
														,

09899522727",tel:9899522727,,,,,,,,
Rahul's Rasoi,"Paschim Vihar, Delhi","Children's Play Area, Multi-Cuisine,North Indian",1125269088,tel:01125269088,"01125269088
														,

09811564849",tel:9811564849,,,,,,,,
Al Khatir,"Bara Hindu Rao, Delhi","North Indian, Non-Veg",1123554269,tel:01123554269,"01123554269
														,

09891252495",tel:9891252495,,,,,,,,
Amritsari Naan And Kulcha,"Ashok Vihar, Delhi","North Indian, Non-Veg",1165293034,tel:01165293034,"01165293034
														,

09810585775",tel:9810585775,,,,,,,,
Panchawati,"Nehru Place, Delhi","Indian, Veg, Sodexo,Ticket Restaurant",9811018466,tel:9811018466,,,,,,,,,,
Ashirwad Restaurant,"Sector16, Faridabad","Children's Play Area,Outdoor Seating",1294041711,tel:01294041711,"01294041711
														,

09891016222",tel:9891016222,,,,,,,,
Bhaja Govindam,"Darya Ganj, Delhi","North Indian, South Indian, Veg",1123275356,tel:01123275356,1123275356,,,,,,,,,
Prem Dhaba,"Karol Bagh, Delhi","Children's Play Area,Outdoor Seating",1123559567,tel:01123559567,1123559567,,,,,,,,,
Arabian Nites,"Vasant Vihar, Delhi","Lebanese, Multi-Cuisine, Non-Veg",1126148168,tel:01126148168,"01126148168
														,

09873383818",tel:9873383818,,,,,,,,
Punnu's Restaurant,"Rajouri Garden, Delhi","Multi-Cuisine,North Indian, Non-Veg",1141447298,tel:01141447298,"01141447298
														,

09313407108",tel:9313407108,,,,,,,,
Dosa Corner,"Pitampura, Delhi","South Indian, Veg, Ticket Restaurant",1127314680,tel:01127314680,"01127314680
														,

09899914680",tel:9899914680,,,,,,,,
Bikano Angan,"Karol Bagh, Delhi","Children's Play Area, Multi-Cuisine, Veg, Sodexo",1128750878,tel:01128750878,"01128750878
														,

09811266902",tel:9811266902,,,,,,,,
Aggarwal Vaishno Dhaba,"Phool Bagh, Delhi","Indian, Veg",1128311320,tel:01128311320,1128311320,,,,,,,,,
China Town Sizzlers,"Chanakya Puri, Delhi","Chinese, Sizzlers, Non-Veg",1124105178,tel:01124105178,"01124105178
														,

09811349635",tel:9811349635,,,,,,,,
Chawla's Unique Chicken Corner,"New Friends Colony, Delhi","Mughlai, Non-Veg",1126931379,tel:01126931379,"01126931379
														,

09999833500",tel:9999833500,,,,,,,,
Om Hotel Eating Point,"Jangpura Extension, Delhi","Mughlai, North Indian, Non-Veg",1124314290,tel:01124314290,"01124314290
														,

09891379000",tel:9891379000,,,,,,,,
Shahen Shah Deluxe,"Greater Kailash Part 2, Delhi","Indian, North Indian, Tandoori, Non-Veg",1129215131,tel:01129215131,"01129215131
														,

09312262418",tel:9312262418,,,,,,,,
Richi Rich,"Wazirpur Industrial Area, Delhi","Burmese, Non-Veg",1127376528,tel:01127376528,1127376528,,,,,,,,,
Dawat Kada,"Jamia Nagar, Delhi","North Indian, Non-Veg",9818313991,tel:9818313991,,,,,,,,,,
Culinaire Restaurant,"Greater Kailash Part 2, Delhi","Chinese, Thai, Non-Veg, Sodexo",1129212414,tel:01129212414,"01129212414
														,

09810254828",tel:9810254828,,,,,,,,
Hotel Saravana Bhavana,"Connaught Circus, Delhi","South Indian, Veg",1123347755,tel:01123347755,1123347755,,,,,,,,,
Alzahid,"Sadar Bazar, Delhi","Outdoor Seating, Mughlai, North Indian, Tandoori",9213165147,tel:9213165147,,,,,,,,,,
Sangam Restaurant,"Lodhi Colony, Delhi","Multi-Cuisine,North Indian, Non-Veg",1124654288,tel:01124654288,"01124654288
														,

09891586098",tel:9891586098,,,,,,,,
Sindhi Chicken Corner,"Pitampura, Delhi","Tandoori, Non-Veg",1127342155,tel:01127342155,1127342155,,,,,,,,,
Chinese Garden,"Chanakya Puri, Delhi","Chinese, Non-Veg",1126881200,tel:01126881200,"01126881200
														,

09811262922",tel:9811262922,,,,,,,,
RK Kebab Hut,"DLF Phase II, Gurgaon","Kebabs,Multi-Cuisine,North Indian, Non-Veg",1244056966,tel:01244056966,"01244056966
														,

09811469649",tel:9811469649,,,,,,,,
Chow Moun Fast Food,"West Patel Nagar, Delhi","Burgers, Chinese, Fast Food, Non-Veg",1125877713,tel:01125877713,"01125877713
														,

09313746322",tel:9313746322,,,,,,,,
Suvidha Restaurant,"Darya Ganj, Delhi","North Indian, Veg",1123272981,tel:01123272981,"01123272981
														,

09810288721",tel:9810288721,,,,,,,,
Chitrakut Bhojanalaya,"Shalimar Bagh, Delhi","Outdoor Seating, Chinese,Fast Food,Multi-Cuisine",1127487687,tel:01127487687,1127487687,,,,,,,,,
Chaska Restaurant,"Pitampura, Delhi","Chinese,Multi-Cuisine,North Indian,South Indian",1127346081,tel:01127346081,1127346081,,,,,,,,,
Tandoori Nites,"Sarojani Nagar, Delhi","Outdoor Seating, Multi-Cuisine, Non-Veg",1124101715,tel:01124101715,1124101715,,,,,,,,,
Dana Pani,"Mahipalpur Extension, Delhi","Children's Play Area,Outdoor Seating",1141686839,tel:01141686839,"01141686839
														,

09810788822",tel:9810788822,,,,,,,,
Pavitra Bhojanalya,"Laxmi Nagar, Delhi","Outdoor Seating,Children's Play Area, Indian",1128122057,tel:01128122057,"01128122057
														,

09811109628",tel:9811109628,,,,,,,,
Amit Restaurant,"Pahar Ganj, Delhi","Gujarati, Marwadi, Rajasthani, Veg",9818687929,tel:9818687929,,,,,,,,,,
New Pyara Chicken Corner,"Defence Colony, Delhi","Mughlai, Non-Veg",9873262626,tel:9873262626,,,,,,,,,,
Baboo Shahi Bawarchi,"Pragati Maidan, Delhi","North Indian, Non-Veg",1123371454,tel:01123371454,"01123371454
														,

09210480712",tel:9210480712,,,,,,,,
Assam Food Stall,"Sarojini Nagar, Delhi","Children's Play Area,Outdoor Seating",1126165846,tel:01126165846,"01126165846
														,

09818843722",tel:9818843722,,,,,,,,
New Silver Dinner,"Pitampura, Delhi","Outdoor Seating, Multi-Cuisine,North Indian",1127351296,tel:01127351296,1127351296,,,,,,,,,
Ada E Handi,"Moti Bagh, Delhi","Multi-Cuisine,North Indian, Non-Veg",1124672702,tel:01124672702,1124672702,,,,,,,,,
Hyderabad Biryani House,"Malviya Nagar, Delhi","Biryani,Hyderabadi, Non-Veg, Sodexo",1165120874,tel:01165120874,"01165120874
														,

09891560468",tel:9891560468,,,,,,,,
Fusion Restaurant,"Greater Kailash Part 1, Delhi","Outdoor Seating, Chinese,Multi-Cuisine",1129238262,tel:01129238262,"01129238262
														,

09811024888",tel:9811024888,,,,,,,,
Temptation,"Shanti Niketan, Delhi",Non-Veg,1124116814,tel:01124116814,1124116814,,,,,,,,,
Rasoi Restaurant,"Lajpat Nagar Part 4, Delhi","Multi-Cuisine,North Indian, Non-Veg",1132920091,tel:01132920091,"01132920091
														,

09811748383",tel:9811748383,,,,,,,,
Nazeem's Kathi Roll,"Satya Niketan, Delhi","Multi-Cuisine,North Indian,Snacks, Non-Veg",9811483672,tel:9811483672,,,,,,,,,,
The Kathis,"Vasant Kunj Sector C, Delhi","Mughlai, North Indian, Non-Veg",1126138752,tel:01126138752,1126138752,,,,,,,,,
New Delhi Zaika,"Vasant Vihar, Delhi","North Indian, Non-Veg",1126153344,tel:01126153344,1126153344,,,,,,,,,
Taste Of Shanghai,"New Friends Colony, Delhi","Outdoor Seating, Chinese, Non-Veg",1165416768,tel:01165416768,"01165416768
														,

09212506122",tel:9212506122,,,,,,,,
Al Kakori,"Chanakya Puri, Delhi","Outdoor Seating, Mughlai, North Indian, Non-Veg",1132982383,tel:01132982383,"01132982383
														,

09811262532",tel:9811262532,,,,,,,,
Karim's Mugal Palace,"Sector 18, Noida","Mughlai, Non-Veg",1202591265,tel:01202591265,1202591265,,,,,,,,,
Back To Veg,"Janakpuri, Delhi","Outdoor Seating, Fast Food,Snacks, Veg",1132003300,tel:01132003300,1132003300,,,,,,,,,
Tee Pee O Restaurant,"Connaught Place, Delhi","North Indian, Non-Veg",1123361550,tel:01123361550,"01123361550
														,

09891071200",tel:9891071200,,,,,,,,
New Kamal Restaurant,"Sheikh Sarai, Delhi","Pool Area, Chinese, Mughlai, Non-Veg",1129252628,tel:01129252628,"01129252628
														,

09810111493",tel:9810111493,,,,,,,,
New Madhur Restaurant,"Rajendra Nagar, Delhi","Outdoor Seating, Multi-Cuisine,North Indian, Veg",1125736719,tel:01125736719,1125736719,,,,,,,,,
Manohar Dhaba,"Pahar Ganj, Delhi","Outdoor Seating, Multi-Cuisine, Non-Veg",1123589873,tel:01123589873,"01123589873
														,

09810219765",tel:9810219765,,,,,,,,
Lebanese Point,"Saket, Delhi","Lebanese, Mediterranean, Non-Veg",1141664440,tel:01141664440,1141664440,,,,,,,,,
Hungry Kya,"DLF Phase 1, Gurgaon","Multi-Cuisine,North Indian, Non-Veg",9811334335,tel:9811334335,,,,,,,,,,
Punjabi Spice,"Dwarka, Delhi","Multi-Cuisine,Punjabi, Non-Veg",9818451430,tel:9818451430,,,,,,,,,,
Wow Noodles,"Pitampura, Delhi","Chinese, Non-Veg",1147020080,tel:01147020080,"01147020080
														,

09312476160",tel:9312476160,,,,,,,,
Papa John's,"Sector 18, Noida","Pizza, Non-Veg, Ticket Restaurant",1204347272,tel:01204347272,1204347272,,,,,,,,,
Sarpal Eating House,"Hari Nagar, Delhi","North Indian, Punjabi, Non-Veg",1125494491,tel:01125494491,"01125494491
														,

09899214680",tel:9899214680,,,,,,,,
Chawla Chicken Restaurant,"Sarita Vihar, Delhi","Chinese, Mughlai, North Indian, Non-Veg",1126943220,tel:01126943220,"01126943220
														,

09810127111",tel:9810127111,,,,,,,,
Madras Restaurant,"Sector 14, Gurgaon","North Indian, South Indian, Veg",1242300156,tel:01242300156,"01242300156
														,

09313607364",tel:9313607364,,,,,,,,
Bhoj Restaurant,"New Friends Colony, Delhi","Outdoor Seating, Multi-Cuisine,North Indian",1165854273,tel:01165854273,"01165854273
														,

09312226220",tel:9312226220,,,,,,,,
Om Saravana Bhavan,"Karol Bagh, Delhi","South Indian, Veg",1125711260,tel:01125711260,1125711260,,,,,,,,,
Punjab Food Court,"Bhikaji Cama Place, Delhi","North Indian, Punjabi, Veg",1126188509,tel:01126188509,"01126188509
														,

09212080900",tel:9212080900,,,,,,,,
Chawla Chicken Restaurant,"Sector 28, Gurgaon","Outdoor Seating, Mughlai, North Indian, Non-Veg",1242364212,tel:01242364212,"01242364212
														,

09818588003",tel:9818588003,,,,,,,,
Bindras Restaurant,"Seikh Sarai, Delhi","Multi-Cuisine,North Indian,South Indian, Veg",1165648828,tel:01165648828,"01165648828
														,

09891862523",tel:9891862523,,,,,,,,
Manipur Restaurant,"Sarojani Nagar, Delhi","Children's Play Area,Outdoor Seating, Chinese",1124103109,tel:01124103109,"01124103109
														,

09871074474",tel:9871074474,,,,,,,,
Noodle Box,"Malviya Nagar, Delhi","Chinese, Non-Veg",1126673936,tel:01126673936,"01126673936
														,

09871414164",tel:9871414164,,,,,,,,
Guptas Restaurant,"South Extension Part 2, Delhi","Chinese, Indian, Multi-Cuisine, Veg",1141640826,tel:01141640826,"01141640826
														,

09810239785",tel:9810239785,,,,,,,,
Lakhmi Vilas Madras Cafe,"Green Park, Delhi","South Indian, Veg",1126568176,tel:01126568176,1126568176,,,,,,,,,
Malabar Foods,"Mayur Vihar Phase 2, Delhi","Outdoor Seating, Multi-Cuisine,North Indian",1122772277,tel:01122772277,"01122772277
														,

09810034082",tel:9810034082,,,,,,,,
Chaudhary Bhojanalaya,"Sector9, Faridabad","Outdoor Seating, North Indian, Veg",9818088777,tel:9818088777,,,,,,,,,,
Food Zone,"Sector29, Faridabad","Multi-Cuisine,North Indian,Snacks, Non-Veg",1293245050,tel:01293245050,"01293245050
														,

09811826404",tel:9811826404,,,,,,,,
Chawla Chicken Restaurant,"Karkar Duma, Delhi","Mughlai, North Indian, Non-Veg",1122473121,tel:01122473121,"01122473121
														,

09810836736",tel:9810836736,,,,,,,,
Sip N Bite,"Mehrauli Gurgaon Road, Gurgaon","Multi-Cuisine,North Indian, Non-Veg",1244105375,tel:01244105375,1244105375,,,,,,,,,
Meal N Yum,"Vasant Kunj, Delhi","Outdoor Seating, Mughlai, North Indian, Non-Veg",1164529955,tel:01164529955,"01164529955
														,

09871359966",tel:9871359966,,,,,,,,
Mehfil Restaurant,"Defence Colony, Delhi","Multi-Cuisine,North Indian, Non-Veg",1124640200,tel:01124640200,1124640200,,,,,,,,,
Mehfil Dhaba,"Pahar Ganj, Delhi","North Indian, Tandoori, Non-Veg",9811325977,tel:9811325977,,,,,,,,,,
Kent's Fast Food,"Kalkaji, Delhi","Fast Food, Veg",1126432160,tel:01126432160,1126432160,,,,,,,,,
The Chef,"South Extension Part 2, Delhi","Outdoor Seating, Multi-Cuisine, Non-Veg",1165666944,tel:01165666944,"01165666944
														,

09818182351",tel:9818182351,,,,,,,,
Gualti Restaurant,"Sarita Vihar, Delhi","Multi-Cuisine,North Indian, Non-Veg",1126944085,tel:01126944085,"01126944085
														,

09818528558",tel:9818528558,,,,,,,,
Traffic Jam,"Sahibabad, Ghaziabad","Multi-Cuisine,North Indian, Non-Veg",1206518711,tel:01206518711,"01206518711
														,

09891555590",tel:9891555590,,,,,,,,
Kay Barbeque,"Ashok Vihar, Delhi","North Indian,Barbecue,Tandoori,Afghani, Non-Veg",1127410006,tel:01127410006,"01127410006
														,

09811044799",tel:9811044799,,,,,,,,
Meal N Yum,"Sarita Vihar, Delhi","Chinese,Multi-Cuisine,North Indian, Non-Veg",,,,,,,,,,,,
The Tandoor,"Green Park, Delhi","North Indian, Tandoori, Non-Veg",1126521735,tel:01126521735,"01126521735
														,

09818447769",tel:9818447769,,,,,,,,
Udupi Krishna,"Kamla Nagar, Delhi","Chinese, Indian, South Indian, Veg",1123841275,tel:01123841275,"01123841275
														,

09873033567",tel:9873033567,,,,,,,,
Tilak The Diners,"Kingsway Camp, Delhi","Chinese,Multi-Cuisine,North Indian, Non-Veg",1127128586,tel:01127128586,"01127128586
														,

09873186286",tel:9873186286,,,,,,,,
Kalley Baba,"Darya Ganj, Delhi","Outdoor Seating, Mughlai, North Indian, Non-Veg",9891293159,tel:9891293159,,,,,,,,,,
Kebabs And Curries,"Greater Kailash Part 1, Delhi","Indian, Multi-Cuisine, Non-Veg",1126213285,tel:01126213285,"01126213285
														,

09811037990",tel:9811037990,,,,,,,,
Grillz Sandwich And More,"Janakpuri, Delhi","Children's Play Area, Multi-Cuisine, Non-Veg",1141043990,tel:01141043990,"01141043990
														,

09540694564",tel:9540694564,,,,,,,,
Shubham Valley Restaurant,"Dwarka Sector 11, Delhi","Chinese, North Indian, South Indian, Veg",1125072408,tel:01125072408,"01125072408
														,

09810888957",tel:9810888957,,,,,,,,
Juneja Eating Plaza,"Lodhi Colony, Delhi","Chinese, North Indian, Non-Veg",1124611930,tel:01124611930,"01124611930
														,

09811023809",tel:9811023809,,,,,,,,
Chandani Family Restaurant,"Ashok Vihar, Delhi","Multi-Cuisine, North Indian, Non-Veg",,,,,,,,,,,,
Rosy Pelican,"Sultanpur, Gurgaon","Multi-Cuisine, Non-Veg",1242375242,tel:01242375242,"01242375242
														,

09813278792",tel:9813278792,,,,,,,,
Sahebs Restaurant,"Sector 12, Noida","North Indian, Non-Veg",9810805872,tel:9810805872,,,,,,,,,,
Metro Restaurant,"Dwarka Sector 10, Delhi","Multi-Cuisine, North Indian, Non-Veg",1132985568,tel:01132985568,"01132985568
														,

09818880222",tel:9818880222,,,,,,,,
Neelgiris Restaurant,"Mayur Vihar Phase 1, Delhi","Indian, North Indian, South Indian, Veg",1122756548,tel:01122756548,"01122756548
														,

09891845564",tel:9891845564,,,,,,,,
Rajdhani Restaurant,"Paschim Vihar, Delhi","Gujarati, Rajasthani, Veg",1145007330,tel:01145007330,1145007330,,,,,,,,,
Sagar Ratna,"Malviya Nagar, Delhi","Indian, North Indian, South Indian, Veg",1147377300,tel:01147377300,1147377300,,,,,,,,,
Apni Rasoi,"Rohini Sector 8, Delhi","Outdoor Seating, North Indian, Veg",1132457368,tel:01132457368,"01132457368
														,

09212432809",tel:9212432809,,,,,,,,
Batra Restuarant And Caterers,"Faridabad Old, Faridabad","North Indian, Non-Veg",1292413339,tel:01292413339,"01292413339
														,

09250212816",tel:9250212816,,,,,,,,
Zaika The Family Restaurant,"Darya Ganj, Delhi","Mughlai, North Indian, Non-Veg",1123254010,tel:01123254010,"01123254010
														,

09899577187",tel:9899577187,,,,,,,,
Vikas Restaurant,"Naraina, Delhi","Outdoor Seating, Indian, North Indian",1132493890,tel:01132493890,"01132493890
														,

09811933386",tel:9811933386,,,,,,,,
Latoosh-The Restaurant,"Lajpat Nagar Part 4, Delhi","Chinese,Mughlai,Multi-Cuisine,North Indian",9811114209,tel:9811114209,,,,,,,,,,
Mitraz Restaurant,"West Patel Nagar, Delhi","Multi-Cuisine,North Indian,Snacks, Veg",1142415002,tel:01142415002,1142415002,,,,,,,,,
Sagar Ratna,"Rohini Sector 7, Delhi","Chinese, Multi-Cuisine, Veg",1143401163,tel:01143401163,1143401163,,,,,,,,,
Hakka Restaurant,"West Patel Nagar, Delhi","Multi-Cuisine, Non-Veg",1125874423,tel:01125874423,1125874423,,,,,,,,,
Kake Da Dhaba,"Rajouri Garden, Delhi","Multi-Cuisine,Punjabi, Non-Veg",1125938007,tel:01125938007,"01125938007
														,

09871466254",tel:9871466254,,,,,,,,
Sanskriti Restaurant,"Uttam Nagar, Delhi","Outdoor Seating, Chinese, Indian, South Eastern",9213873336,tel:9213873336,,,,,,,,,,
AM And PM,"DLF Phase 1, Gurgaon","Multi-Cuisine,North Indian, Non-Veg",1242354708,tel:01242354708,1242354708,,,,,,,,,
KP Restaurant,"Netaji Nagar, Delhi","Multi-Cuisine,North Indian, Non-Veg",1124104616,tel:01124104616,1124104616,,,,,,,,,
Big Restaurant,"Rajendra Nagar, Delhi","Multi-Cuisine,North Indian, Non-Veg",1125728129,tel:01125728129,"01125728129
														,

09868284836",tel:9868284836,,,,,,,,
Oberoi Dhaba,"Mehrauli, Delhi","Multi-Cuisine, Non-Veg",1126641828,tel:01126641828,"01126641828
														,

09810991003",tel:9810991003,,,,,,,,
Kathis,"Saket, Delhi","North Indian, Non-Veg",1126864258,tel:01126864258,"01126864258
														,

09810556160",tel:9810556160,,,,,,,,
Sri Chakra South Indian Restaurant,"Karol Bagh, Delhi","South Indian, Veg",1128751019,tel:01128751019,1128751019,,,,,,,,,
Welcome Restaurant,"Sector10, Faridabad","Multi-Cuisine,North Indian, Non-Veg",1294006398,tel:01294006398,1294006398,,,,,,,,,
Wongdhen Restaurant,"Majnu Ka Tila, Delhi","Outdoor Seating, Chinese, , Non-Veg",1123816689,tel:01123816689,1123816689,,,,,,,,,
Chef Kebab Restaurant,"Sarita Vihar, Delhi","Kebabs,North Indian, Non-Veg",1126944508,tel:01126944508,1126944508,,,,,,,,,
Munchin,"Sector 28, Gurgaon","Fast Food,Snacks, Non-Veg",9810126221,tel:9810126221,,,,,,,,,,
Krishna Pure Vegetarian Paradise,"Lajpat Nagar, Delhi","Multi-Cuisine, Veg",1129832222,tel:01129832222,1129832222,,,,,,,,,
Chawla Chicken Restaurant,"Shalimar Garden East, Delhi","Mughlai, North Indian, Non-Veg",1127474657,tel:01127474657,"01127474657
														,

09811532580",tel:9811532580,,,,,,,,
Carara Punjabi Dhaba,"Vikas Puri, Delhi","Outdoor Seating, Multi-Cuisine,Thai, Non-Veg",1128547642,tel:01128547642,"01128547642
														,

09213864275",tel:9213864275,,,,,,,,
Sagar Restaurant,"Defence Colony, Delhi","South Indian, Veg",1124333110,tel:01124333110,1124333110,,,,,,,,,
All Zahid Qureshi Biryani,"Karol Bagh, Delhi","Outdoor Seating, Biryani, Mughlai, Non-Veg",9818235223,tel:9818235223,,,,,,,,,,
Hot Pepper,"Delhi Cantt, Delhi","Mughlai, North Indian, Non-Veg",1128523296,tel:01128523296,"01128523296
														,

09811204644",tel:9811204644,,,,,,,,
Turrant Restaurant,"Saket, Delhi","North Indian, Non-Veg",1126536139,tel:01126536139,1126536139,,,,,,,,,
